,Ex-Showroom/ On-Road,Price,company,model,variant
1622,Mumbai,Rs.9.64 Lakh*,TATA,PUNCH,Punch Accomplished
1623,Pune,Rs.9.64 Lakh*,TATA,PUNCH,Punch Accomplished
1624,Hyderabad,Rs.9.89 Lakh*,TATA,PUNCH,Punch Accomplished
1625,Chennai,Rs.9.81 Lakh*,TATA,PUNCH,Punch Accomplished
1626,Ahmedabad,Rs.9.23 Lakh*,TATA,PUNCH,Punch Accomplished
1627,Lucknow,Rs.9.39 Lakh*,TATA,PUNCH,Punch Accomplished
1628,Jaipur,Rs.9.59 Lakh*,TATA,PUNCH,Punch Accomplished
1629,Patna,Rs.9.64 Lakh*,TATA,PUNCH,Punch Accomplished
1630,Chandigarh,Rs.9.55 Lakh*,TATA,PUNCH,Punch Accomplished
1631,Ex-Showroom Price,"Rs.13,34,000",mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1632,Bangalore,Rs.16.72 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1633,Mumbai,Rs.16.02 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1634,Pune,Rs.15.96 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1635,Hyderabad,Rs.16.36 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1636,Chennai,Rs.16.49 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1637,Ahmedabad,Rs.14.89 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1638,Lucknow,Rs.15.41 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1639,Jaipur,Rs.15.90 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1640,Patna,Rs.15.55 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1641,Chandigarh,Rs.15.41 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel AMT
1642,Ex-Showroom Price,"Rs.8,23,000",HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1643,Bangalore,Rs.9.81 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1644,Mumbai,Rs.9.24 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1645,Pune,Rs.9.24 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1646,Hyderabad,Rs.9.81 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1647,Chennai,Rs.9.73 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1648,Ahmedabad,Rs.9.15 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1649,Lucknow,Rs.9.31 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1650,Jaipur,Rs.9.51 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1651,Patna,Rs.9.56 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1652,Chandigarh,Rs.9.17 Lakh*,HYUNDAI,EXTER,Exter S Executive Plus Dual CNG
1653,Ex-Showroom Price,"Rs.7,99,000",MAHINDRA,BOLERO,Bolero B4
1654,Bangalore,Rs.9.74 Lakh*,MAHINDRA,BOLERO,Bolero B4
1655,Mumbai,Rs.9.45 Lakh*,MAHINDRA,BOLERO,Bolero B4
1656,Pune,Rs.9.45 Lakh*,MAHINDRA,BOLERO,Bolero B4
1657,Hyderabad,Rs.9.53 Lakh*,MAHINDRA,BOLERO,Bolero B4
1658,Chennai,Rs.9.45 Lakh*,MAHINDRA,BOLERO,Bolero B4
1659,Ahmedabad,Rs.10.01 Lakh*,MAHINDRA,BOLERO,Bolero B4
1660,Lucknow,Rs.9.04 Lakh*,MAHINDRA,BOLERO,Bolero B4
1661,Jaipur,Rs.9.66 Lakh*,MAHINDRA,BOLERO,Bolero B4
1662,Patna,Rs.9.20 Lakh*,MAHINDRA,BOLERO,Bolero B4
1663,Chandigarh,Rs.9.20 Lakh*,MAHINDRA,BOLERO,Bolero B4
1664,Ex-Showroom Price,"Rs.7,83,500",HYUNDAI,EXTER,Exter SX Knight
1665,Bangalore,Rs.9.35 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1666,Mumbai,Rs.9.11 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1667,Pune,Rs.9.11 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1668,Hyderabad,Rs.9.35 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1669,Chennai,Rs.9.27 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1670,Ahmedabad,Rs.8.72 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1671,Lucknow,Rs.8.87 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1672,Jaipur,Rs.9.06 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1673,Patna,Rs.9.03 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1674,Chandigarh,Rs.8.73 Lakh*,HYUNDAI,EXTER,Exter SX Knight
1675,Ex-Showroom Price,"Rs.8,79,500",mahindra,xuv_3xo,XUV 3XO MX2 Pro
1676,Bangalore,Rs.11.80 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1677,Mumbai,Rs.10.27 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1678,Pune,Rs.10.21 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1679,Hyderabad,Rs.10.48 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1680,Chennai,Rs.10.39 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1681,Ahmedabad,Rs.9.77 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1682,Lucknow,Rs.9.94 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1683,Jaipur,Rs.10.24 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1684,Patna,Rs.10.20 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1685,Chandigarh,Rs.10.12 Lakh*,mahindra,xuv_3xo,XUV 3XO MX2 Pro
1686,Ex-Showroom Price,"Rs.17,76,000",mahindra,xuv700,XUV700 AX5 E 7 Str
1687,Bangalore,Rs.21.93 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1688,Mumbai,Rs.21.05 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1689,Pune,Rs.21.05 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1690,Hyderabad,Rs.21.93 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1691,Chennai,Rs.22.11 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1692,Ahmedabad,Rs.19.98 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1693,Lucknow,Rs.20.67 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1694,Jaipur,Rs.20.93 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1695,Patna,Rs.21.20 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1696,Chandigarh,Rs.21.03 Lakh*,mahindra,xuv700,XUV700 AX5 E 7 Str
1697,Ex-Showroom Price,"Rs.11,46,000",mahindra,xuv300,XUV300 W8 BSVI
1698,Ex-Showroom Price,"Rs.20,05,500",HYUNDAI,CRETA,Creta King Knight Diesel AT
1699,Bangalore,Rs.24.73 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1700,Mumbai,Rs.24.13 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1701,Pune,Rs.24.13 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1702,Hyderabad,Rs.24.73 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1703,Chennai,Rs.25.13 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1704,Ahmedabad,Rs.22.32 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1705,Lucknow,Rs.23.11 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1706,Jaipur,Rs.23.83 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1707,Patna,Rs.23.71 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1708,Chandigarh,Rs.22.26 Lakh*,HYUNDAI,CRETA,Creta King Knight Diesel AT
1709,Ex-Showroom Price,"Rs.19,99,000",KIA,SELTOS,
1710,Bangalore,Rs.24.74 Lakh*,KIA,SELTOS,
1711,Mumbai,Rs.23.78 Lakh*,KIA,SELTOS,
1712,Pune,Rs.23.85 Lakh*,KIA,SELTOS,
1713,Hyderabad,Rs.24.45 Lakh*,KIA,SELTOS,
1714,Chennai,Rs.24.65 Lakh*,KIA,SELTOS,
1715,Ahmedabad,Rs.22.25 Lakh*,KIA,SELTOS,
1716,Lucknow,Rs.23.03 Lakh*,KIA,SELTOS,
1717,Jaipur,Rs.23.76 Lakh*,KIA,SELTOS,
1718,Patna,Rs.23.63 Lakh*,KIA,SELTOS,
1719,Chandigarh,Rs.23.43 Lakh*,KIA,SELTOS,
1720,Ex-Showroom Price,"Rs.12,60,000",mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1721,Bangalore,Rs.15.80 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1722,Mumbai,Rs.15.14 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1723,Pune,Rs.15.08 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1724,Hyderabad,Rs.15.46 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1725,Chennai,Rs.15.59 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1726,Ahmedabad,Rs.14.07 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1727,Lucknow,Rs.14.56 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1728,Jaipur,Rs.15.03 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1729,Patna,Rs.14.69 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1730,Chandigarh,Rs.14.56 Lakh*,mahindra,xuv_3xo,XUV 3XO AX7 Diesel
1731,Ex-Showroom Price,"Rs.4,29,900",MARUTI,S PRESSO,S Presso VXI
1732,Bangalore,Rs.5.09 Lakh*,MARUTI,S PRESSO,S Presso VXI
1733,Mumbai,Rs.5.12 Lakh*,MARUTI,S PRESSO,S Presso VXI
1734,Pune,Rs.5.16 Lakh*,MARUTI,S PRESSO,S Presso VXI
1735,Hyderabad,Rs.5.23 Lakh*,MARUTI,S PRESSO,S Presso VXI
1736,Chennai,Rs.5.04 Lakh*,MARUTI,S PRESSO,S Presso VXI
1737,Ahmedabad,Rs.4.87 Lakh*,MARUTI,S PRESSO,S Presso VXI
1738,Lucknow,Rs.4.87 Lakh*,MARUTI,S PRESSO,S Presso VXI
1739,Jaipur,Rs.4.95 Lakh*,MARUTI,S PRESSO,S Presso VXI
1740,Patna,Rs.4.95 Lakh*,MARUTI,S PRESSO,S Presso VXI
1741,Chandigarh,Rs.4.92 Lakh*,MARUTI,S PRESSO,S Presso VXI
1742,Ex-Showroom Price,"Rs.16,29,000",KIA,SELTOS,Seltos HTK Opt TGDi DCT
1743,Bangalore,Rs.20.19 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1744,Mumbai,Rs.19.08 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1745,Pune,Rs.19.13 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1746,Hyderabad,Rs.19.95 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1747,Chennai,Rs.20.11 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1748,Ahmedabad,Rs.18.16 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1749,Lucknow,Rs.18.79 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1750,Jaipur,Rs.19.02 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1751,Patna,Rs.19.28 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1752,Chandigarh,Rs.19.12 Lakh*,KIA,SELTOS,Seltos HTK Opt TGDi DCT
1753,Ex-Showroom Price,"Rs.15,85,500",HYUNDAI,CRETA,Creta S (O) Knight Diesel
1754,Bangalore,Rs.19.42 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1755,Mumbai,Rs.18.94 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1756,Pune,Rs.18.94 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1757,Hyderabad,Rs.19.42 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1758,Chennai,Rs.19.58 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1759,Ahmedabad,Rs.17.68 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1760,Lucknow,Rs.18.29 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1761,Jaipur,Rs.18.87 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1762,Patna,Rs.18.77 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1763,Chandigarh,Rs.17.65 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel
1764,Ex-Showroom Price,"Rs.18,53,497",HYUNDAI,CRETA,Creta SX (O) Diesel DT
1765,Bangalore,Rs.22.68 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1766,Mumbai,Rs.22.23 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1767,Pune,Rs.22.42 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1768,Hyderabad,Rs.22.99 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1769,Chennai,Rs.22.87 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1770,Ahmedabad,Rs.20.64 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1771,Lucknow,Rs.21.36 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1772,Jaipur,Rs.22.30 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1773,Patna,Rs.21.92 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1774,Chandigarh,Rs.20.59 Lakh*,HYUNDAI,CRETA,Creta SX (O) Diesel DT
1775,Ex-Showroom Price,"Rs.12,34,190",TATA,NEXON,Nexon Creative Plus PS DT Diesel
1776,Bangalore,Rs.15.48 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1777,Mumbai,Rs.14.77 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1778,Pune,Rs.14.99 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1779,Hyderabad,Rs.15.25 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1780,Chennai,Rs.15.27 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1781,Ahmedabad,Rs.13.79 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1782,Lucknow,Rs.14.27 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1783,Jaipur,Rs.14.73 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1784,Patna,Rs.14.39 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1785,Chandigarh,Rs.14.27 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT Diesel
1786,Ex-Showroom Price,"Rs.14,00,475",KIA,SONET,Sonet GTX Plus Diesel AT
1787,Bangalore,Rs.17.17 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1788,Mumbai,Rs.16.80 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1789,Pune,Rs.16.76 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1790,Hyderabad,Rs.17.17 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1791,Chennai,Rs.17.31 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1792,Ahmedabad,Rs.15.78 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1793,Lucknow,Rs.16.17 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1794,Jaipur,Rs.16.69 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1795,Patna,Rs.16.34 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1796,Chandigarh,Rs.16.17 Lakh*,KIA,SONET,Sonet GTX Plus Diesel AT
1797,Ex-Showroom Price,"Rs.18,68,000",HYUNDAI,CRETA,Creta King iVT
1798,Bangalore,Rs.22.86 Lakh*,HYUNDAI,CRETA,Creta King iVT
1799,Mumbai,Rs.21.92 Lakh*,HYUNDAI,CRETA,Creta King iVT
1800,Pune,Rs.21.92 Lakh*,HYUNDAI,CRETA,Creta King iVT
1801,Hyderabad,Rs.22.86 Lakh*,HYUNDAI,CRETA,Creta King iVT
1802,Chennai,Rs.23.04 Lakh*,HYUNDAI,CRETA,Creta King iVT
1803,Ahmedabad,Rs.20.80 Lakh*,HYUNDAI,CRETA,Creta King iVT
1804,Lucknow,Rs.21.53 Lakh*,HYUNDAI,CRETA,Creta King iVT
1805,Jaipur,Rs.21.79 Lakh*,HYUNDAI,CRETA,Creta King iVT
1806,Patna,Rs.22.09 Lakh*,HYUNDAI,CRETA,Creta King iVT
1807,Chandigarh,Rs.20.56 Lakh*,HYUNDAI,CRETA,Creta King iVT
1808,Ex-Showroom Price,"Rs.10,59,900",maruti,brezza,Brezza Vxi AT
1809,Bangalore,Rs.13.02 Lakh*,maruti,brezza,Brezza Vxi AT
1810,Mumbai,Rs.12.49 Lakh*,maruti,brezza,Brezza Vxi AT
1811,Pune,Rs.12.40 Lakh*,maruti,brezza,Brezza Vxi AT
1812,Hyderabad,Rs.13.03 Lakh*,maruti,brezza,Brezza Vxi AT
1813,Chennai,Rs.13.13 Lakh*,maruti,brezza,Brezza Vxi AT
1814,Ahmedabad,Rs.11.77 Lakh*,maruti,brezza,Brezza Vxi AT
1815,Lucknow,Rs.12.27 Lakh*,maruti,brezza,Brezza Vxi AT
1816,Jaipur,Rs.12.33 Lakh*,maruti,brezza,Brezza Vxi AT
1817,Patna,Rs.12.38 Lakh*,maruti,brezza,Brezza Vxi AT
1818,Chandigarh,Rs.11.92 Lakh*,maruti,brezza,Brezza Vxi AT
1819,Ex-Showroom Price,"Rs.15,56,215",HYUNDAI,CRETA,Creta S (O) Knight iVT
1820,Bangalore,Rs.19.06 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1821,Mumbai,Rs.18.38 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1822,Pune,Rs.18.55 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1823,Hyderabad,Rs.19.33 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1824,Chennai,Rs.19.22 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1825,Ahmedabad,Rs.17.35 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1826,Lucknow,Rs.17.96 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1827,Jaipur,Rs.18.40 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1828,Patna,Rs.18.43 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1829,Chandigarh,Rs.18.27 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight iVT
1830,Ex-Showroom Price,"Rs.13,08,190",TATA,NEXON,Nexon Fearless Plus PS DT CNG
1831,Bangalore,Rs.16.42 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1832,Mumbai,Rs.14.87 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1833,Pune,Rs.15.22 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1834,Hyderabad,Rs.16.17 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1835,Chennai,Rs.16.18 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1836,Ahmedabad,Rs.14.61 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1837,Lucknow,Rs.15.12 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1838,Jaipur,Rs.15.16 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1839,Patna,Rs.15.25 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1840,Chandigarh,Rs.15.12 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT CNG
1841,Ex-Showroom Price,"Rs.17,57,100",mahindra,xuv700,XUV700 AX5 S 7 Str AT
1842,Bangalore,Rs.21.70 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1843,Mumbai,Rs.20.83 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1844,Pune,Rs.20.88 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1845,Hyderabad,Rs.21.70 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1846,Chennai,Rs.21.88 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1847,Ahmedabad,Rs.20.01 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1848,Lucknow,Rs.20.45 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1849,Jaipur,Rs.20.77 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1850,Patna,Rs.20.98 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1851,Chandigarh,Rs.20.81 Lakh*,mahindra,xuv700,XUV700 AX5 S 7 Str AT
1852,Ex-Showroom Price,"Rs.13,81,790",TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1853,Bangalore,Rs.16.94 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1854,Mumbai,Rs.16.25 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1855,Pune,Rs.16.25 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1856,Hyderabad,Rs.16.94 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1857,Chennai,Rs.17.08 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1858,Ahmedabad,Rs.15.42 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1859,Lucknow,Rs.15.96 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1860,Jaipur,Rs.16 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1861,Patna,Rs.16.10 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1862,Chandigarh,Rs.15.96 Lakh*,TATA,NEXON,Nexon Fearless Plus A PS Dark DCA
1863,Ex-Showroom Price,"Rs.8,87,390",TATA,NEXON,Nexon Pure Plus
1864,Bangalore,Rs.10.80 Lakh*,TATA,NEXON,Nexon Pure Plus
1865,Mumbai,Rs.10.30 Lakh*,TATA,NEXON,Nexon Pure Plus
1866,Pune,Rs.10.49 Lakh*,TATA,NEXON,Nexon Pure Plus
1867,Hyderabad,Rs.10.57 Lakh*,TATA,NEXON,Nexon Pure Plus
1868,Chennai,Rs.10.48 Lakh*,TATA,NEXON,Nexon Pure Plus
1869,Ahmedabad,Rs.9.86 Lakh*,TATA,NEXON,Nexon Pure Plus
1870,Lucknow,Rs.10.03 Lakh*,TATA,NEXON,Nexon Pure Plus
1871,Jaipur,Rs.10.24 Lakh*,TATA,NEXON,Nexon Pure Plus
1872,Patna,Rs.10.29 Lakh*,TATA,NEXON,Nexon Pure Plus
1873,Chandigarh,Rs.10.21 Lakh*,TATA,NEXON,Nexon Pure Plus
1874,Ex-Showroom Price,"Rs.7,02,955",HYUNDAI,EXTER,Exter S Smart
1875,Bangalore,Rs.8.40 Lakh*,HYUNDAI,EXTER,Exter S Smart
1876,Mumbai,Rs.8.26 Lakh*,HYUNDAI,EXTER,Exter S Smart
1877,Pune,Rs.8.19 Lakh*,HYUNDAI,EXTER,Exter S Smart
1878,Hyderabad,Rs.8.48 Lakh*,HYUNDAI,EXTER,Exter S Smart
1879,Chennai,Rs.8.33 Lakh*,HYUNDAI,EXTER,Exter S Smart
1880,Ahmedabad,Rs.7.84 Lakh*,HYUNDAI,EXTER,Exter S Smart
1881,Lucknow,Rs.7.97 Lakh*,HYUNDAI,EXTER,Exter S Smart
1882,Jaipur,Rs.8.29 Lakh*,HYUNDAI,EXTER,Exter S Smart
1883,Patna,Rs.8.11 Lakh*,HYUNDAI,EXTER,Exter S Smart
1884,Chandigarh,Rs.8.06 Lakh*,HYUNDAI,EXTER,Exter S Smart
1885,Ex-Showroom Price,"Rs.13,87,290",TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1886,Bangalore,Rs.17.38 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1887,Mumbai,Rs.16.59 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1888,Pune,Rs.16.82 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1889,Hyderabad,Rs.17.12 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1890,Chennai,Rs.17.15 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1891,Ahmedabad,Rs.15.48 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1892,Lucknow,Rs.16.02 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1893,Jaipur,Rs.16.53 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1894,Patna,Rs.16.16 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1895,Chandigarh,Rs.16.02 Lakh*,TATA,NEXON,Nexon Fearless Plus PS DT Diesel AMT
1896,Ex-Showroom Price,"Rs.12,97,701",MAHINDRA,SCORPIO,Scorpio S
1897,Bangalore,Rs.16.46 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1898,Mumbai,Rs.15.79 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1899,Pune,Rs.15.78 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1900,Hyderabad,Rs.16.11 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1901,Chennai,Rs.16.24 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1902,Ahmedabad,Rs.14.88 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1903,Lucknow,Rs.15.18 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1904,Jaipur,Rs.15.91 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1905,Patna,Rs.15.31 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1906,Chandigarh,Rs.15.18 Lakh*,MAHINDRA,SCORPIO,Scorpio S
1907,Ex-Showroom Price,"Rs.12,14,000",mahindra,xuv300,XUV300 W8 Option Diesel BSIV
1908,Ex-Showroom Price,"Rs.18,53,400",HYUNDAI,CRETA,Creta SX (O) Knight Diesel
1909,Bangalore,Rs.22.68 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel
1910,Mumbai,Rs.22.23 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel
